type,id,name,username,authors,upvotes,downvotes,favorites,published,size,plays,description
frhd,958489,Turtle Beach by FUTURE MTNS,archivist,"[""archivist""]",88,11,0,2023-09-18,230678,19.0k,Turtle Beach by FUTURE MTNS. track 819064 on CR. reupload for archival purposes. FRHD account: https://www.freeriderhd.com/u/futuremtns
frhd,958607,Overland Expedition,archivist,"[""archivist""]",65,7,0,2023-09-19,113051,9.9k,Overland Expedition by Phil38654. track 513958 on CR. reupload for archival purposes. FRHD account: https://www.freeriderhd.com/u/Phil38654
frhd,958751,Fox Revolution by - Firefox -,archivist,"[""archivist""]",31,2,0,2023-09-20,1195208,5.5k,Fox Revolution by - Firefox -. track 423055 on CR. reupload for archival purposes.
frhd,958904,Tools of Destruction,archivist,"[""archivist""]",18,1,0,2023-09-21,336926,5.0k,Tools of Destruction by Gräggen & Stig. track 291848 on CR. reupload for archival purposes. FRHD accounts: https://www.freeriderhd.com/u/Graggen & https://www.freeriderhd.com/u/Stig
frhd,958946,Wahoo,loge_0,"[""loge_0""]",145,12,0,2023-09-21,816717,17.6k,It seems like Mario (from smash hit game Mario Kart) has transformed into a bike. Help him overcome this and complete the stage.
frhd,959258,AMBITION,Volund,"[""Volund""]",214,8,0,2023-09-24,1215634,30.4k,my odyssey complete.
frhd,962115,RAY B S LIES,Zycerak,"[""Zycerak""]",74,2,0,2023-10-14,197295,6.5k,"THEY VE FOUND ME I HAVE TO GET AWAY TRUST NO ONE THEY THEM THEY SILENCED Fellow co-authors and collaborative artists: @THEend, @Coated_Badger, @Rayb25, @nitrogeneric, @captainjack_13 @logeton. Big thanks to these artists! And thank YOU, the player, for playing our track!"
frhd,963089,turkey stuffing with celery,goatosaur,"[""goatosaur""]",126,6,0,2023-10-22,3886368,22.1k,"This is in fact a track. RC11R2. thanks triip for that building, thanks dante for advice"
frhd,964010,Tilted Gallery - GBC4,Coated_Badger,"[""Coated_Badger""]",55,4,0,2023-10-29,119027,6.2k,Ghosting Battle Contest 4 // Round 6
frhd,964915,Adventure of Ralphmug: Baldger,Coated_Badger,"[""Coated_Badger""]",35,15,0,2023-11-04,822046,4.0k,Ghosting Battle Contest 4 Round 8.
frhd,965767,Bad Trip (NTBF),moinotchubb,"[""moinotchubb""]",119,5,0,2023-11-11,1770026,20.9k,"That is one cracked up bear, at least he took down the cartel // Big thank you to Eli, Loge_0 and Volund for tips. I didn't have enough time/patience to complete the finishing details, cheers!"
frhd,965994,nervedamage/collapse,MyrraWolf,"[""MyrraWolf""]",12,0,0,2023-11-13,210126,816,+ crushed under the pressure of a life i couldn't manage +
frhd,967246,10k sqm,loge_0,"[""loge_0""]",77,4,0,2023-11-22,55809,7.8k,"suprise collab with dzemas. check him out, hes got some potential. also fixed a cut because im an idiot"
frhd,967537,416,Chaos-Fallen,"[""Chaos-Fallen""]",51,5,0,2023-11-26,41360,6.1k,its a short life
frhd,967735,Super Mid Bros,dantexpress,"[""dantexpress""]",156,13,0,2023-11-27,2214361,20.7k,"My late entry for Ness and Volund's Super Mario Maker Contest. What I envisioned was too ambitious to be completed within the contest's timeframe, so I took a bit more time to give it my best shot possible. Let me know which world is your favourite!"
frhd,971044,Creep Street,loge_0,"[""loge_0""]",79,7,0,2023-12-29,1419119,8.8k,creep street doesn't celebrate christmas. (2023 winter contest entry)
frhd,971508,Story of the Artist,alexander,"[""alexander""]",160,9,0,2024-01-08,4035669,20.8k,Joy is around the corner
frhd,972345,Magnetic Flux,Ness,"[""Ness""]",42,10,0,2024-01-20,4719,4.6k,shoutout to nitrogeneric
frhd,973164,The Bark,Wellebelly,"[""Wellebelly""]",115,8,0,2024-01-31,1221693,16.7k,One of my biggest projects so far! Huge thanks to Eli and Maple for the constructive feedback. Overall this track too about 2 and a half weeks to make with more than 2 hrs a day. Hardest parts were coloring in the water and the trees. Thanks for your support everyone means a lot to me!
frhd,973308,deferred,rationalities,"[""rationalities""]",129,10,0,2024-02-01,3417651,16.6k,"a look inside of what crude trackmaking looks like. i like it better this way anyways. not everything needs to be ""complete"". that being said, i am glad i can say im done with this one. thanks figured, the end, zgolex. enjoy this awful ride and mediocre pen strokes. <3"
frhd,976001,Vita,Crypt,"[""Crypt""]",140,15,0,2024-03-08,7007951,12.9k,"Had this sitting on the sidelines for literally years. Never finished it, lost interest so long ago, but I figured it should at least be published. A couple parts of this track were drawn by BowlOfFire. This is truly my last one. Enjoy!"
frhd,976883,Bay of Biscay,nasrani,"[""nasrani""]",88,11,0,2024-03-20,690416,14.0k,"Perpetually rainy, prone to intense windstorms; some of the roughest seas can be found in the Bay of Biscay."
frhd,null,null,null,[null],0,0,0,2024-03-26,5425,0,
frhd,977520,Radius Index Polarised,loge_0,"[""loge_0""]",33,7,0,2024-03-29,41859,3.2k,"this was originally my section for the 2023 ghosting collab, but as its seemingly gone nowhere i thought id turn it into an actual track real quick. idk when my next track is coming out but it will be a banger trust me"
frhd,977830,Ramps + Portals NTBF,post2henry,"[""post2henry""]",172,7,0,2024-04-04,1994887,28.3k,"Never gonna finish this one. I think I made it way back when portals were new in the game, hence all the portals lmao. This will be my last track. Thank you to the FRHD community for making my childhood years so much more fun. It's truly hard to believe a decade has passed since then. Peace out :)"
frhd,978627,Serene,moonoomoo,"[""moonoomoo""]",61,5,0,2024-04-16,79001,6.1k,"i messed up the other upload, classic mnm. lol"
frhd,978702,The Estate,mR..A,"[""mR..A""]",81,2,0,2024-04-17,79265,8.4k,billy's crib
frhd,980872,Double Blacks,nasrani,"[""nasrani""]",126,3,0,2024-05-16,1376138,13.3k,send it
frhd,981532,Wind Whisper by C_Four and LDP,archivist,"[""archivist""]",33,2,0,2024-05-26,145118,4.0k,Wind Whisper by C_Four and LDPrider. track568132 on CR. reupload for archival purposes. FRHD account: https://www.freeriderhd.com/u/C_Four and https://www.freeriderhd.com/u/LDPrider
frhd,982421,Villa De hextare,Baltic,"[""Baltic""]",37,9,0,2024-06-11,278289,4.2k,moinotchubb was supposed to be detailed but he's busy and I don't have the time to wait so i finished by myself and got help from CK9C for track duplicating. Here it is enjoy!
frhd,983259,Weem's Dream,nasrani,"[""nasrani""]",80,2,0,2024-06-29,1313184,7.5k,For Weem's multibox contest
frhd,984733,SLD 3200 Subscriber Special,goofyinc,"[""goofyinc""]",104,4,0,2024-08-21,6563265,13.0k,"Welcome to SoliD Fest 2024. Get ready to ride freshly shaped dirt, get loose and show everyone your skills. Special thanks to everyone who subscribed over the past years, you guys are the best! Keep riding and shredding dirt jumps! #nodignoride (This track is not for beginners)."
frhd,985196,LIMBO,MuchoPanda,"[""MuchoPanda""]",65,6,0,2024-09-01,2138348,7.7k,"Treachery, tirades, trickery and tomfoolery. Navigate the catacombs of the once prosperous Castle Stoneheart, tarnished machinations await."
frhd,985262,killer teddies =O by vampyre,archivist,"[""archivist""]",22,3,0,2024-09-03,57043,2.2k,killer teddies =O by vampyre. track 444346 on CR. reupload for archival purposes.
frhd,985358,SKATEYARD GRAVEPARK ft. Ness,nasrani,"[""nasrani""]",75,3,0,2024-09-05,1892801,9.8k,it's the nuns you've gotta look out for made by Ness and nasrani
frhd,985999,Aruarian Sandlands,Maple,"[""Maple""]",179,4,0,2024-09-15,4816926,19.2k,"The wind blew and the sky filled with sand, they wanted to become the wind."
frhd,986524,DToF FaF C R by ToxicMahem,archivist,"[""archivist""]",12,0,0,2024-09-26,51073,1.0k,DToF FaF C R by ToxicMahem. track 748649 on CR. reupload for archival purposes.
frhd,986555,Deus Ex Machina,Drndemi,"[""Drndemi""]",187,5,0,2024-09-26,3651033,14.7k,"There is no longer any distinction between blood, fuel, skeleton and machine. Transhuman dystopia is now the only future, as human and machine all became one.  The point of singularity has been reached.  Only one individual can turn the tide and defeat the hegemony of the artificial mind."
frhd,987827,Anthill,nasrani,"[""nasrani""]",40,5,0,2024-10-16,156900,3.6k,Blob gang's entry to the dualathon contest
frhd,988437,Brownstones,nasrani,"[""nasrani""]",69,0,0,2024-10-26,931081,7.7k,more of a country mouse myself
frhd,988458,novacane,Nitrogeneric,"[""Nitrogeneric""]",46,1,0,2024-10-27,177356,4.1k,‎ ‎ ‎
frhd,990965,Surviving(Intro),deadrising2,"[""deadrising2""]",56,5,0,2024-11-30,2805629,5.0k,"SEW1 - I’m having the time of my life rotting in the sun, we’re inside the jaws of life. We all miss you."
frhd,991634,Eldritch Horror eats the World,That_one_creator,"[""That_one_creator""]",56,4,0,2024-12-11,149672,4.1k,A Eldritch horror awakens from the depths of infinity to consume the world... There is no escape from its infinite hunger.
frhd,991751,impact garden,Eryp,"[""Eryp""]",76,3,0,2024-12-12,1198172,6.1k,tilling of soil by means of catastrophic impact
frhd,991819,the dragon rests in agony,bladee,"[""bladee""]",79,4,0,2024-12-13,3792589,7.1k,"i adore you, the sound of your skin (@bladee/myrrawolf aug24-dec24)"
frhd,991848,The Abyss,deadrising2,"[""deadrising2""]",61,5,0,2024-12-14,1311794,5.3k,SEW3 - A civilian diving team has been instructed to find a lost submarine but with something in the water. Is it too late? *fixed version*
frhd,992631,53 azalea street,archivist,"[""archivist""]",18,0,0,2024-12-30,32048,1.2k,53 azalea street by vapaa. track 1337878 on CR. reupload for archival purposes.
frhd,992695,Robert Frost's Cabin,nasrani,"[""nasrani""]",66,2,0,2025-01-01,4410943,5.6k,Whose woods these are I think I know.    His house is in the village though;    He will not see me stopping here    To watch his woods fill up with snow.
frhd,993176,Spew,SilentFinger,"[""SilentFinger""]",72,3,0,2025-01-12,763382,8.2k,"they realized, but they did not care"
frhd,993336,FutureRootsLv1,archivist,"[""archivist""]",24,1,0,2025-01-15,215498,1.5k,FutureRootsLv1 by hawnks. track 191756 on CR. reupload for archival purposes.
frhd,993337,FutureRootsLv2,archivist,"[""archivist""]",28,1,0,2025-01-15,101235,1.6k,FutureRootsLv2 by hawnks. track 208849 on CR. reupload for archival purposes.
frhd,993830,нахуй вскроюсь,malishya,"[""malishya""]",207,10,0,2025-01-25,6100082,15.2k,guys guys guys listen.... ermm anyways play this at 60% zoom
frhd,993982,lugia,mtt2,"[""mtt2""]",75,2,0,2025-01-28,4451599,10.3k,1.28.2025
frhd,994129,provider,Nitrogeneric,"[""Nitrogeneric""]",64,6,0,2025-01-30,732660,16.8k,‎ ‎ ‎‎ ‎ ‎
frhd,994814,Sillyville,SilentFinger,"[""SilentFinger""]",63,6,0,2025-02-10,848605,14.0k,A jolly gathering. RC12R2
